Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,promo_flag,subscribed,frequency_score,prev_purchases_norm,freq_score_norm,BLI,satisfied_flag,organic_buyer,ILS,eLTV,value_tier,satisfaction_flag,promo_dependency,BLI_quartile,customer_segment
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,0,0,5,0.96,0.666666666666667,0.64,0,1,1,2400,High,Neutral,Organic,Q4,High-Value Loyal
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,0,0,2,0.88,0.166666666666667,0.146666666666667,0,1,1,4004,High,Neutral,Organic,Q2,Passive / Occasional
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3,No,Express,No,No,9,PayPal,Bi-Weekly,0,0,6,0.18,0.833333333333333,0.15,0,1,1,837,Mid,Neutral,Organic,Q2,Passive / Occasional
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,0,0,1,0.64,0,0,1,1,2,3136,High,Satisfied,Organic,Q1,Passive / Occasional
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,0,0,4,0.28,0.5,0.14,0,1,1,1148,Mid,Dissatisfied,Organic,Q2,Passive / Occasional
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,0,0,2,0.86,0.166666666666667,0.143333333333333,1,1,2,1591,Mid,Satisfied,Organic,Q2,Passive / Occasional
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,0,0,6,0.64,0.833333333333333,0.533333333333333,0,1,1,2016,High,Neutral,Organic,Q4,High-Value Loyal
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,0,0,6,0.52,0.833333333333333,0.433333333333333,0,1,1,2574,High,Dissatisfied,Organic,Q4,High-Value Loyal
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,0,0,4,0.04,0.5,0.02,1,1,2,74,Low,Satisfied,Organic,Q1,Passive / Occasional
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,0,0,3,0.32,0.333333333333333,0.106666666666667,0,1,1,544,Low,Neutral,Organic,Q2,At-Risk
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,0,0,3,1,0.333333333333333,0.333333333333333,0,1,1,1600,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,0,0,3,0.12,0.333333333333333,0.04,1,1,2,138,Low,Satisfied,Organic,Q1,Passive / Occasional
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,0,0,1,0.4,0,0,1,1,2,1560,Mid,Satisfied,Organic,Q1,Passive / Occasional
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,0,0,7,0.18,1,0.18,1,1,2,486,Low,Satisfied,Organic,Q3,Potential Loyalist
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4,No,Express,No,No,47,Credit Card,Bi-Weekly,0,0,6,0.94,0.833333333333333,0.783333333333333,1,1,2,4418,High,Satisfied,Organic,Q4,High-Value Loyal
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,0,0,1,0.66,0,0,1,1,2,2475,High,Satisfied,Organic,Q1,Passive / Occasional
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,0,0,6,0.92,0.833333333333333,0.766666666666667,0,1,1,3174,High,Neutral,Organic,Q4,High-Value Loyal
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,0,0,4,0.18,0.5,0.09,0,1,1,315,Low,Neutral,Organic,Q2,At-Risk
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5,No,Express,No,No,8,PayPal,Monthly,0,0,4,0.16,0.5,0.08,1,1,2,624,Low,Satisfied,Organic,Q2,Passive / Occasional
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,0,0,2,0.96,0.166666666666667,0.16,0,1,1,1392,Mid,Neutral,Organic,Q2,Passive / Occasional
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,0,0,4,0.04,0.5,0.02,0,1,1,124,Low,Neutral,Organic,Q1,At-Risk
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,0,0,7,0.62,1,0.62,1,1,2,1798,Mid,Satisfied,Organic,Q4,Potential Loyalist
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,0,0,4,0.8,0.5,0.4,0,1,1,3520,High,Neutral,Organic,Q4,High-Value Loyal
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,0,0,4,0.7,0.5,0.35,0,1,1,2800,High,Neutral,Organic,Q3,High-Value Loyal
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,0,0,4,0.8,0.5,0.4,1,1,2,1880,High,Satisfied,Organic,Q4,High-Value Loyal
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,0,0,3,0.54,0.333333333333333,0.18,1,1,2,1377,Mid,Satisfied,Organic,Q3,Potential Loyalist
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,0,0,1,0.2,0,0,1,1,2,250,Low,Satisfied,Organic,Q1,Passive / Occasional
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,0,0,7,0.46,1,0.46,1,1,2,828,Low,Satisfied,Organic,Q4,Potential Loyalist
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,0,0,2,0.64,0.166666666666667,0.106666666666667,0,1,1,2528,High,Neutral,Organic,Q2,Passive / Occasional
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,0,0,4,0.12,0.5,0.06,0,1,1,246,Low,Neutral,Organic,Q2,At-Risk
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,0,0,7,0.54,1,0.54,0,1,1,1836,High,Dissatisfied,Organic,Q4,High-Value Loyal
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,0,0,5,0.5,0.666666666666667,0.333333333333333,0,1,1,1275,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,0,0,1,0.22,0,0,0,1,1,418,Low,Dissatisfied,Organic,Q1,At-Risk
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,0,0,4,0.46,0.5,0.23,0,1,1,1058,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,0,0,2,0.88,0.166666666666667,0.146666666666667,1,1,2,880,Mid,Satisfied,Organic,Q2,Passive / Occasional
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,0,0,5,0.7,0.666666666666667,0.466666666666667,0,1,1,875,Mid,Neutral,Organic,Q4,Potential Loyalist
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,0,0,3,0.9,0.333333333333333,0.3,0,1,1,4005,High,Neutral,Organic,Q3,High-Value Loyal
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,0,0,2,0.44,0.166666666666667,0.0733333333333333,0,1,1,1694,Mid,Neutral,Organic,Q2,Passive / Occasional
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,0,0,2,0.36,0.166666666666667,0.06,0,1,1,1692,Mid,Dissatisfied,Organic,Q2,Passive / Occasional
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,0,0,7,0.4,1,0.4,1,1,2,2000,High,Satisfied,Organic,Q4,High-Value Loyal
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,0,0,5,0.56,0.666666666666667,0.373333333333333,0,1,1,2688,High,Dissatisfied,Organic,Q3,High-Value Loyal
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,0,0,6,0.3,0.833333333333333,0.25,1,1,2,540,Low,Satisfied,Organic,Q3,Potential Loyalist
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,0,0,5,0.84,0.666666666666667,0.56,0,1,1,1134,Mid,Dissatisfied,Organic,Q4,Potential Loyalist
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,0,0,2,0.4,0.166666666666667,0.0666666666666667,0,1,1,1340,Mid,Neutral,Organic,Q2,Passive / Occasional
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,0,0,5,0.32,0.666666666666667,0.213333333333333,0,1,1,1456,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,0,0,1,0.94,0,0,1,1,2,2914,High,Satisfied,Organic,Q1,Passive / Occasional
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually,0,0,1,0.68,0,0,0,1,1,2992,High,Neutral,Organic,Q1,Passive / Occasional
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,0,0,7,0.6,1,0.6,1,1,2,1980,High,Satisfied,Organic,Q4,High-Value Loyal
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,0,0,2,0.1,0.166666666666667,0.0166666666666667,1,1,2,325,Low,Satisfied,Organic,Q1,Passive / Occasional
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,0,0,2,0.76,0.166666666666667,0.126666666666667,1,1,2,950,Mid,Satisfied,Organic,Q2,Passive / Occasional
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,0,0,1,0.36,0,0,1,1,2,1152,Mid,Satisfied,Organic,Q1,Passive / Occasional
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,0,0,1,0.56,0,0,1,1,2,2016,High,Satisfied,Organic,Q1,Passive / Occasional
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,0,0,5,0.84,0.666666666666667,0.56,1,1,2,3108,High,Satisfied,Organic,Q4,High-Value Loyal
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,0,0,7,0.1,1,0.1,0,1,1,250,Low,Neutral,Organic,Q2,At-Risk
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,0,0,4,1,0.5,0.5,0,1,1,4850,High,Neutral,Organic,Q4,High-Value Loyal
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,0,0,5,0.66,0.666666666666667,0.44,0,1,1,1188,Mid,Neutral,Organic,Q4,Potential Loyalist
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,0,0,7,0.02,1,0.02,1,1,2,49,Low,Satisfied,Organic,Q1,Passive / Occasional
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly,0,0,5,0.28,0.666666666666667,0.186666666666667,1,1,2,896,Mid,Satisfied,Organic,Q3,Potential Loyalist
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,0,0,4,0.96,0.5,0.48,1,1,2,1488,Mid,Satisfied,Organic,Q4,Potential Loyalist
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4,No,Express,No,No,26,Cash,Weekly,0,0,7,0.52,1,0.52,1,1,2,1716,Mid,Satisfied,Organic,Q4,Potential Loyalist
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,0,0,1,0.88,0,0,1,1,2,3608,High,Satisfied,Organic,Q1,Passive / Occasional
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,0,0,5,0.36,0.666666666666667,0.24,0,1,1,1584,Mid,Dissatisfied,Organic,Q3,Potential Loyalist
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,0,0,3,0.62,0.333333333333333,0.206666666666667,0,1,1,1054,Mid,Neutral,Organic,Q3,Potential Loyalist
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,0,0,7,0.36,1,0.36,0,1,1,1512,Mid,Neutral,Organic,Q3,Potential Loyalist
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,0,0,3,0.82,0.333333333333333,0.273333333333333,0,1,1,3936,High,Neutral,Organic,Q3,High-Value Loyal
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,0,0,3,0.36,0.333333333333333,0.12,1,1,2,1278,Mid,Satisfied,Organic,Q2,Passive / Occasional
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,0,0,6,0.06,0.833333333333333,0.05,0,1,1,231,Low,Neutral,Organic,Q1,At-Risk
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,0,0,6,0.1,0.833333333333333,0.0833333333333333,0,1,1,330,Low,Neutral,Organic,Q2,At-Risk
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,0,0,1,0.26,0,0,0,1,1,273,Low,Neutral,Organic,Q1,At-Risk
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,0,0,1,0.44,0,0,1,1,2,814,Low,Satisfied,Organic,Q1,Passive / Occasional
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,0,0,5,0.9,0.666666666666667,0.6,1,1,2,4050,High,Satisfied,Organic,Q4,High-Value Loyal
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,0,0,3,0.78,0.333333333333333,0.26,1,1,2,3744,High,Satisfied,Organic,Q3,High-Value Loyal
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,0,0,1,0.36,0,0,1,1,2,666,Low,Satisfied,Organic,Q1,Passive / Occasional
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,0,0,5,0.38,0.666666666666667,0.253333333333333,0,1,1,1254,Mid,Neutral,Organic,Q3,Potential Loyalist
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,0,0,7,0.58,1,0.58,1,1,2,1305,Mid,Satisfied,Organic,Q4,Potential Loyalist
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,0,0,7,0.38,1,0.38,1,1,2,1691,Mid,Satisfied,Organic,Q3,Potential Loyalist
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,0,0,4,0.44,0.5,0.22,0,1,1,2068,High,Neutral,Organic,Q3,High-Value Loyal
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,0,0,1,0.42,0,0,0,1,1,2016,High,Neutral,Organic,Q1,Passive / Occasional
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,0,0,4,0.44,0.5,0.22,0,1,1,682,Low,Dissatisfied,Organic,Q3,Potential Loyalist
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,0,0,3,0.88,0.333333333333333,0.293333333333333,1,1,2,3476,High,Satisfied,Organic,Q3,High-Value Loyal
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,0,0,2,0.84,0.166666666666667,0.14,1,1,2,1638,Mid,Satisfied,Organic,Q2,Passive / Occasional
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly,0,0,2,0.66,0.166666666666667,0.11,1,1,2,726,Low,Satisfied,Organic,Q2,Passive / Occasional
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,0,0,1,0.12,0,0,1,1,2,192,Low,Satisfied,Organic,Q1,Passive / Occasional
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,0,0,3,0.88,0.333333333333333,0.293333333333333,1,1,2,3124,High,Satisfied,Organic,Q3,High-Value Loyal
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,0,0,1,0.48,0,0,0,1,1,2304,High,Neutral,Organic,Q1,Passive / Occasional
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,0,0,2,0.32,0.166666666666667,0.0533333333333333,1,1,2,1312,Mid,Satisfied,Organic,Q1,Passive / Occasional
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,0,0,5,0.24,0.666666666666667,0.16,1,1,2,912,Mid,Satisfied,Organic,Q2,Passive / Occasional
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,0,4,1,0.5,0.5,0,1,1,1100,Mid,Neutral,Organic,Q4,Potential Loyalist
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,0,0,2,0.84,0.166666666666667,0.14,0,1,1,1680,Mid,Neutral,Organic,Q2,Passive / Occasional
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,0,4,1,0.5,0.5,0,1,1,4600,High,Neutral,Organic,Q4,High-Value Loyal
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,0,0,2,0.2,0.166666666666667,0.0333333333333333,0,1,1,940,Mid,Neutral,Organic,Q1,Passive / Occasional
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,0,0,7,0.64,1,0.64,1,1,2,1408,Mid,Satisfied,Organic,Q4,Potential Loyalist
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,0,0,7,0.74,1,0.74,0,1,1,1813,Mid,Neutral,Organic,Q4,Potential Loyalist
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,0,0,4,0.3,0.5,0.15,0,1,1,390,Low,Dissatisfied,Organic,Q2,At-Risk
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,0,0,1,0.54,0,0,1,1,2,1026,Mid,Satisfied,Organic,Q1,Passive / Occasional
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,0,0,7,0.14,1,0.14,0,1,1,504,Low,Neutral,Organic,Q2,At-Risk
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,0,0,2,0.98,0.166666666666667,0.163333333333333,0,1,1,4851,High,Neutral,Organic,Q2,Passive / Occasional
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4,No,Standard,No,No,44,PayPal,Monthly,0,0,4,0.88,0.5,0.44,1,1,2,1672,Mid,Satisfied,Organic,Q4,Potential Loyalist
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,0,0,6,0.26,0.833333333333333,0.216666666666667,1,1,2,1248,Mid,Satisfied,Organic,Q3,Potential Loyalist
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,0,0,5,0.76,0.666666666666667,0.506666666666667,1,1,2,1026,Mid,Satisfied,Organic,Q4,Potential Loyalist
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,0,0,7,0.2,1,0.2,1,1,2,240,Low,Satisfied,Organic,Q3,Potential Loyalist
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,0,0,7,0.5,1,0.5,1,1,2,2050,High,Satisfied,Organic,Q4,High-Value Loyal
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,0,0,2,0.36,0.166666666666667,0.06,1,1,2,1008,Mid,Satisfied,Organic,Q2,Passive / Occasional
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,0,0,3,0.12,0.333333333333333,0.04,0,1,1,150,Low,Neutral,Organic,Q1,At-Risk
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,0,0,2,0.7,0.166666666666667,0.116666666666667,0,1,1,2345,High,Dissatisfied,Organic,Q2,Passive / Occasional
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,0,0,5,0.62,0.666666666666667,0.413333333333333,0,1,1,651,Low,Dissatisfied,Organic,Q4,Potential Loyalist
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3,No,Store Pickup,No,No,41,Bank Transfer,Annually,0,0,1,0.82,0,0,0,1,1,1107,Mid,Neutral,Organic,Q1,Passive / Occasional
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,0,0,1,0.16,0,0,1,1,2,776,Low,Satisfied,Organic,Q1,Passive / Occasional
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,0,0,5,0.68,0.666666666666667,0.453333333333333,1,1,2,1530,Mid,Satisfied,Organic,Q4,Potential Loyalist
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,0,0,1,0.4,0,0,1,1,2,1260,Mid,Satisfied,Organic,Q1,Passive / Occasional
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,0,0,3,0.76,0.333333333333333,0.253333333333333,1,1,2,3800,High,Satisfied,Organic,Q3,High-Value Loyal
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,0,0,2,0.7,0.166666666666667,0.116666666666667,0,1,1,1330,Mid,Dissatisfied,Organic,Q2,Passive / Occasional
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3,No,Store Pickup,No,No,6,Debit Card,Annually,0,0,1,0.12,0,0,0,1,1,270,Low,Neutral,Organic,Q1,At-Risk
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly,0,0,7,1,1,1,0,1,1,4550,High,Neutral,Organic,Q4,High-Value Loyal
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly,0,0,7,0.94,1,0.94,1,1,2,3854,High,Satisfied,Organic,Q4,High-Value Loyal
